case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless,parent,totalage,refage,educ,income,race,polparty,polviewr,polview,ideology,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthin,typeins,instype,he2z,partyln,partycom,covi1b,covi1bne,covi1c,covi1cne,covi2,covi2net,covi3,covi4,covi4net,covi5,covi6a,covi6ane,covi6b,covi6bne,covi6c,covi6cne,covi6d,covi6dne,covi7,covi8,covi9
70000981,816,1.1337,CA,Center City County (Metro),West,Owned,Married,Full-time,Two,Two, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$40,000 but less than $50,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not restrictive enough,Not restrictive enough,Oppose
70000982,816,1.3505,CA,Center City (Metro),West,Rented,"Single, that is never married",Full-time,Two,Two, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Neither/other,Independent/other,Excellent,Excellent/good,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000983,816,.6889,LA,No metro status,South,Owned,Married,Full-time,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426, , , , ,Republican,Republican/leans Republican,Poor,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Refused,Not too much,Not too much/not at all,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Too restrictive,Too restrictive,Support
70000984,816,1.6987,IL,Center City (Metro),North Central,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$15,000 but less than $25,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Somewhere else, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Not restrictive enough,Not restrictive enough,Oppose
70000985,816,1.4604,CT,Center City County (Metro),North East,Owned,"Single, that is never married",Part-time,Six or more,Five,One,None,None,No,18-29,18-29,"Some college, no degree (includes community college)","$100,000 to under $150,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000986,816,.757,IL,Surburban (Metro),North Central,Owned,Married,Full-time,Four,Two,None,Two,None,Yes,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$30,000 but less than $40,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Female,Unitarian/Universalist,Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000987,816,.5912,ID,No metro status,West,Owned,Married,Full-time,Four,Three,One,None,None,Yes,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$30,000 but less than $40,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000988,816,.8441,CO,Center City (Metro),West,Owned,Married,Full-time,Three,Two,None,None,One,Yes,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Neither/other,Independent/other,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000989,816,.8189,PA,Center City County (Metro),North East,Owned,Married,Full-time,Two,Two, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000990,816,.8149,MI,No metro status,North Central,Rented,"Single, that is never married",Part-time,Three,Three, , , , ,30-49,30-44,Two year associate degree from a college or university,"$25,000 but less than $30,000",White Hispanic,An Independent,d3 5-1 asked,Very liberal,Liberal Net,No,Female,Evangelical,Cell Phone sample, ,"No, no home telephone",Another Country,200426,"No, not covered by health insurance", , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not restrictive enough,Not restrictive enough,Oppose
70000992,816,.3159,IL,No metro status,North Central,Owned,Widowed,Retired,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , , ,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,No, , , , , , , , , , , ,Not restrictive enough,Not restrictive enough,Support
70000993,816,1.6396,OH,Center City County (Metro),North Central,Rented,"Single, that is never married",Full-time,Two,Two, , , , ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Appropriate,Appropriate,Oppose
70000995,816,1.4047,NY,Center City (Metro),North East,Rented,"Single, living with a partner",Full-time,Three,Two,None,One,None,Yes,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",White Hispanic,A Republican,d3 5-1 asked,Moderate,Moderate,Yes,Female,Jehovah's Witness,Cell Phone sample, ,"No, no home telephone",United States,200426,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Through an insurance agent or broker,Non-marketplace plan, ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000996,816,.2599,HI,No metro status,West,Owned,Widowed,Temporarily unemployed,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Too restrictive,Too restrictive,Oppose
70000997,816,1.893,CA,Non-Center City (Metro),West,Rented,"Single, that is never married",Part-time,Four,Four, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Neither/other,Independent/other,Good,Excellent/good,Not so good,Not so good/poor,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Not too much,Not too much/not at all,Too restrictive,Appropriate,Support
70000998,816,.4604,MO,Center City (Metro),North Central,Owned,Widowed,Retired,Two,Two, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$15,000 but less than $25,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Baptist,Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Medicare, , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
70000999,816,.6663,OK,Center City (Metro),South,Owned,Married,Full-time,Four,Three,One,None,None,No,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200426, , , , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70001000,816,.3856,IN,Center City (Metro),North Central,Owned,Widowed,Retired,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$15,000 but less than $25,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Church of God,Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , , ,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Too restrictive,Too restrictive,Oppose
70001001,816,.6275,IL,No metro status,North Central,Owned,"Single, that is never married",Homemaker,Three,One,None,None,Two,Yes,30-49,30-44,"Some college, no degree (includes community college)","Less than $15,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Medicare, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Comfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Too restrictive,Oppose
