case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,totalage,refage,educ,income,race,polparty,polviewrot,polview,ideologynet,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,instype,he2z,partyln,partycomb,covi1a,covi1anet,covi1b,covi1bnet,covi1c,covi1cnet,covi1d,covi1dnet,covi2,covi3,covi4,covi4net,covi5,covi5net,covi6,covi6net,covi7,covi8,covi9,covi10,covi11,covi12rot,covi12
70000843,815,2.1149,KY,Surburban (Metro),South,Owned,Married,Homemaker,Five,Three,Two,None,None,No,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"Less than $50,000 (Unspecified)",White Non-Hispanic,A Republican,d3 5-1 asked,Very conservative,Conservative Net,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, serious stress",Yes,Not too concerned,Not too/not concerned at all,Not too concerned,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,No, , ,Never left home,By the end of June,quickly/slowly,Slowly
70000845,815,.7455,MD,Surburban (Metro),South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200419, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Not employed,Not employed,"Yes, serious stress",No, , , , ,Very worried,Very/somewhat worried,No, , ,Never left home,Later in 2020,slowly/quickly,Slowly
70000846,815,.5825,TX,Center City (Metro),South,Owned,Divorced,Full-time,One,One, , , , ,30-49,30-44,Two year associate degree from a college or university,"$30,000 but less than $40,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Baptist,Cell Phone sample, ,"No, no home telephone", ,200419,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Poor,Not so good/poor,Not a source of stress,No, , , , ,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Quickly
70000847,815,.5761,NY,Center City (Metro),North East,Owned,Married,Homemaker,Four,Two,One,One,None,Yes,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,Yes,No,No,"Yes, wore mask or face covering",By the end of July,slowly/quickly,Slowly
70000849,815,.6737,AL,Non-Metro,South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200419, , , , ,Republican,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,Never left home,Later in 2020,slowly/quickly,Slowly
70000850,815,1.416,NC,Center City County (Metro),South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",Black Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200419, , , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Not so good,Not so good/poor,Not so good,Not so good/poor,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,Never left home,By the end of June,slowly/quickly,Slowly
70000851,815,2.1373,AL,Center City (Metro),South,Owned,Married,Full-time,Two,Two, , , , ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Female,Baptist,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,"Yes, stress, but not serious",No, , , , ,Not too worried,Not too/not worried at all,Yes,No,No,"No, did not wear mask or face covering",By the end of May,quickly/slowly,Quickly
70000852,815,1.1833,NJ,No metro status,North East,Owned,Married,Temporarily unemployed,Four,Two,None,Two,None,Yes,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Hispanic,An Independent,d3 1-5 asked,Very conservative,Conservative Net,No,Male,Protestant,Cell phone in language, ,"No, no home telephone",Another Country,200419,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Good,Excellent/good,Don't know,Don't know,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,Yes,No,Yes,"Yes, wore mask or face covering",By the end of June,quickly/slowly,Slowly
70000853,815,1.859,MI,Center City County (Metro),North Central,Rented,Married,Full-time,Four,Two,Two,None,None,Yes,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$50,000 but less than $100,000 (Unspecified)",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Slowly
70000854,815,1.5489,TX,Center City (Metro),South,Owned,Married,Full-time,Three,Two,One,None,None,Yes,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",It is safe now,quickly/slowly,Quickly
70000856,815,.8799,FL,Center City (Metro),South,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",Unspecified Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Male,Atheist,Cell Phone sample, ,"No, no home telephone",Another Country,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Not a source of stress,Yes,Not concerned at all,Not too/not concerned at all,Not concerned at all,Not too/not concerned at all,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",Or will it take longer than that,slowly/quickly,Slowly
70000857,815,1.0094,NY,Center City (Metro),North East,Owned,"Single, living with a partner",Part-time,Three,Three, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,No,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Poor,Not so good/poor,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,Yes,Yes,Yes,Never left home,Later in 2020,slowly/quickly,Slowly
70000858,815,2.5484,GA,Center City (Metro),South,Owned,"Single, that is never married",Homemaker,Three,Three, , , , ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",White Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Female,Other,Cell Phone sample, ,"No, no home telephone",United States,200419,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Poor,Not so good/poor,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,quickly/slowly,Quickly
70000859,815,1.8302,SC,Center City (Metro),South,Rented,"Single, that is never married",Part-time,One,One, , , , ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",Black Non-Hispanic,An Independent,d3 1-5 asked,Somewhat liberal,Liberal Net,No,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200419,"No, not covered by health insurance", , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, serious stress",No, , , , ,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of June,quickly/slowly,Quickly
70000860,815,.9777,NY,Center City (Metro),North East,Rented,"Single, that is never married",Part-time,Five,Four,One,None,None,Yes,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",White Hispanic,An Independent,d3 1-5 asked,Don't know,Don't know,No,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",Another Country,200419,"Yes, covered by health insurance",Medicare, , ,Democratic,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not a source of stress,Refused, , , , ,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000861,815,1.3086,AL,Center City (Metro),South,Rented,"Single, that is never married",Full-time,Two,One,One,None,None,Yes,30-49,45-64,Less than high school (Grades 1-8 or no formal schooling),"$50,000 but less than $75,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Male,Baptist,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Good,Excellent/good,Poor,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, stress, but not serious",Yes,Not too concerned,Not too/not concerned at all,Not too concerned,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Slowly
70000862,815,1.0988,TN,Surburban (Metro),South,Owned,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not too worried,Not too/not worried at all,Yes,No,No,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000863,815,2.3718,TX,Center City (Metro),South,Rented,"Single, living with a partner",Full-time,Four,Two,One,One,None,Yes,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",Unspecified Hispanic,Don't know,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",United States,200419,"No, not covered by health insurance", , , ,Neither/other,Independent/other,Poor,Not so good/poor,Don't know,Don't know,Not so good,Not so good/poor,Good,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,Yes,No,No,"Yes, wore mask or face covering",Don't know,slowly/quickly,Quickly
70000865,815,1.4993,WV,No metro status,South,Owned,"Single, living with a partner",Homemaker,Two,Two, , , , ,30-49,30-44,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Less than $15,000",White Non-Hispanic,An Independent,d3 1-5 asked,Refused,Refused,No,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200419,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Good,Excellent/good,Not employed,Not employed,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of May,quickly/slowly,Slowly
70000869,815,.8966,AK,Non-Metro,West,Owned,"Single, that is never married",Retired,One,One, , , , ,65+,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Less than $15,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200419, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Don't know,Don't know,Poor,Not so good/poor,Not employed,Not employed,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Not too concerned,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,No, , ,Never left home,Later in 2020,slowly/quickly,Slowly
70000870,815,1.1307,NY,Center City County (Metro),North East,Owned,Married,Temporarily unemployed,Two,Two, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,Refused,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Refused, , ,Neither/other,Independent/other,Good,Excellent/good,Excellent,Excellent/good,Poor,Not so good/poor,Not so good,Not so good/poor,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of April,slowly/quickly,Quickly
